task_id,dataset_name,target_name,n_samples,n_features,missing_data,categorical_features,fold_id,regressor_name,time_on_fold,R2,MSE,RMSE
361619.0,student_performance_por,G3,649,30,0,17.0,2.0,RandomForestRegressor,0.1365442276000976,0.3023247933568038,8.630366153846154,2.937748483762038
361619.0,student_performance_por,G3,649,30,0,17.0,3.0,RandomForestRegressor,0.1481785774230957,0.4530998753381783,9.760581538461537,3.1241929419390115
361619.0,student_performance_por,G3,649,30,0,17.0,4.0,RandomForestRegressor,0.1233432292938232,0.0441914746543778,5.890947692307693,2.4271274569555867
361619.0,student_performance_por,G3,649,30,0,17.0,5.0,RandomForestRegressor,0.0957343578338623,0.1947297243308029,8.587135384615385,2.930381440122665
361619.0,student_performance_por,G3,649,30,0,17.0,6.0,RandomForestRegressor,0.1311464309692382,0.3294559993084371,3.6718830769230766,1.9162158221147945
361619.0,student_performance_por,G3,649,30,0,17.0,7.0,RandomForestRegressor,0.0977721214294433,-0.1126695321307778,12.146927692307692,3.48524428014848
361619.0,student_performance_por,G3,649,30,0,17.0,8.0,RandomForestRegressor,0.1294384002685547,0.1886748464392141,6.3150861538461545,2.5129835164294563
361619.0,student_performance_por,G3,649,30,0,17.0,9.0,RandomForestRegressor,0.0969088077545166,0.273334684715955,7.666709375000001,2.7688823331806645
361619.0,student_performance_por,G3,649,30,0,17.0,0.0,XGBRegressor,0.148432970046997,0.1080459952354431,6.855696201324463,2.6183383464813232
361619.0,student_performance_por,G3,649,30,0,17.0,1.0,XGBRegressor,0.1509666442871093,0.0224593877792358,12.814227104187012,3.5796964168548584
361619.0,student_performance_por,G3,649,30,0,17.0,2.0,XGBRegressor,0.1500220298767089,0.1719111204147339,10.243607521057127,3.200563669204712
361619.0,student_performance_por,G3,649,30,0,17.0,3.0,XGBRegressor,0.1478936672210693,0.3712188601493835,11.221919059753418,3.3499133586883545
361619.0,student_performance_por,G3,649,30,0,17.0,4.0,XGBRegressor,0.1484608650207519,-0.2789075374603271,7.882308483123779,2.807544946670532
361619.0,student_performance_por,G3,649,30,0,17.0,5.0,XGBRegressor,0.1483252048492431,-0.0307865142822265,10.99196720123291,3.315413475036621
361619.0,student_performance_por,G3,649,30,0,17.0,6.0,XGBRegressor,0.1520066261291504,0.148684561252594,4.661783695220947,2.159116506576538
361619.0,student_performance_por,G3,649,30,0,17.0,7.0,XGBRegressor,0.1524903774261474,-0.3609137535095215,14.856989860534668,3.8544766902923584
361619.0,student_performance_por,G3,649,30,0,17.0,8.0,XGBRegressor,0.1483707427978515,0.1113927364349365,6.916624069213867,2.6299474239349365
361619.0,student_performance_por,G3,649,30,0,17.0,9.0,XGBRegressor,0.1494894027709961,0.2163026332855224,8.268427848815918,2.875487327575684
361617.0,energy_efficiency,heating_load,768,8,0,0.0,0.0,RandomForestRegressor,0.1380555629730224,0.9960392018464348,0.3231084966233729,0.5684263335062627
